rsvd4	Reserved	nvme_end_grp_config_desc
tegcap	Total Endurance Group Capacity	nvme_end_grp_config_desc
segcap	Spare Endurance Group Capacity	nvme_end_grp_config_desc
end_est	Endurance Estimate	nvme_end_grp_config_desc
rsvd64	Reserved	nvme_end_grp_config_desc
egsets	Number of NVM Sets	nvme_end_grp_config_desc
nvmsetid	NVM Set Identifier	nvme_end_grp_config_desc
rsvd1	Reserved	nvme_endurance_group_log
avl_spare	Available Spare	nvme_endurance_group_log
rsvd6	Reserved	nvme_endurance_group_log
rsvd160	Reserved	nvme_endurance_group_log
error_count	Error Count: a 64-bit incrementing error count, indicating a unique identifier for this error. The error count starts at 1h, is incremented for each unique error log entry, and is retained across power off conditions. A value of 0h indicates an invalid entry; this value is used when there are lost entries or when there are fewer errors than the maximum number of entries the controller supports. If the value of this field is FFFFFFFFh, then the field shall be set to 1h when incremented (i.e., rolls over to 1h). Prior to NVMe 1.4, processing of incrementing beyond FFFFFFFFh is unspecified.	nvme_error_log_page
sqid	Submission Queue ID: indicates the Submission Queue Identifier of the command that the error information is associated with. If the error is not specific to a particular command, then this field shall be set to FFFFh.	nvme_error_log_page
cmdid	Command ID: indicates the Command Identifier of the command that the error is associated with. If the error is not specific to a particular command, then this field shall be set to FFFFh.	nvme_error_log_page
lba	LBA: This field indicates the first LBA that experienced the error condition, if applicable.	nvme_error_log_page
nsid	Namespace: This field indicates the NSID of the namespace that the error is associated with, if applicable.	nvme_error_log_page
vs	Vendor Specific Information Available: If there is additional vendor specific error information available, this field provides the log page identifier associated with that page. A value of 0h indicates that no additional information is available. Valid values are in the range of 80h to FFh.	nvme_error_log_page
trtype	Transport Type (TRTYPE): indicates the Transport Type of the transport associated with the error. The values in this field are the same as the TRTYPE values in the Discovery Log Page Entry. If the error is not transport related, this field shall be cleared to 0h. If the error is transport related, this field shall be set to the type of the transport see enum nvme_trtype.	nvme_error_log_page
csi	Command Set Indicator: This field contains command set indicator for the command that the error is associated with.	nvme_error_log_page
opcode	Opcode: This field contains opcode for the command that the error is associated with.	nvme_error_log_page
cs	Command Specific Information: This field contains command specific information. If used, the command definition specifies the information returned.	nvme_error_log_page
rsvd	Reserved: [62:42]	nvme_error_log_page
host_traddr	Host transport address	nvme_fabrics_config
host_iface	Host interface name	nvme_fabrics_config
queue_size	Number of IO queue entries	nvme_fabrics_config
tos	Type of service	nvme_fabrics_config
keyring	Keyring to store and lookup keys	nvme_fabrics_config
tls_key	TLS PSK for the connection	nvme_fabrics_config
hdr_digest	Generate/verify header digest (TCP)	nvme_fabrics_config
data_digest	Generate/verify data digest (TCP)	nvme_fabrics_config
tls	Start TLS on the connection (TCP)	nvme_fabrics_config
size	Descriptor size	nvme_fdp_config_desc
fdpa	FDP Attributes (enum nvme_fdp_config_fdpa)	nvme_fdp_config_desc
vss	Vendor Specific Size	nvme_fdp_config_desc
nrg	Number of Reclaim Groups	nvme_fdp_config_desc
nruh	Number of Reclaim Unit Handles	nvme_fdp_config_desc
maxpids	Max Placement Identifiers	nvme_fdp_config_desc
nnss	Number of Namespaces Supported	nvme_fdp_config_desc
runs	Reclaim Unit Nominal Size	nvme_fdp_config_desc
erutl	Estimated Reclaim Unit Time Limit	nvme_fdp_config_desc
rsvd28	Reserved	nvme_fdp_config_desc
ruhs	Reclaim Unit Handle descriptors (struct nvme_fdp_ruh_desc)	nvme_fdp_config_desc
n	Number of FDP Configurations	nvme_fdp_config_log
version	Log page version	nvme_fdp_config_log
rsvd3	Reserved	nvme_fdp_config_log
size	Log page size in bytes	nvme_fdp_config_log
rsvd8	Reserved	nvme_fdp_config_log
configs	FDP Configuration descriptors (struct nvme_fdp_config_desc)	nvme_fdp_config_log
type	Event Type (enum nvme_fdp_event_type)	nvme_fdp_event
flags	Event Flags (enum nvme_fdp_event_flags)	nvme_fdp_event
pid	Placement Identifier	nvme_fdp_event
ts	Timestamp	nvme_fdp_event
nsid	Namespace Identifier	nvme_fdp_event
rgid	Reclaim Group Identifier	nvme_fdp_event
ruhid	Reclaim Unit Handle Identifier	nvme_fdp_event
rsvd35	Reserved	nvme_fdp_event
vs	Vendor Specific	nvme_fdp_event
flags	Event Type Specific flags (enum nvme_fdp_event_realloc_flags)	nvme_fdp_event_realloc
rsvd1	Reserved	nvme_fdp_event_realloc
nlbam	Number of LBAs Moved	nvme_fdp_event_realloc
lba	Logical Block Address	nvme_fdp_event_realloc
rsvd12	Reserved	nvme_fdp_event_realloc
n	Number of FDP Events	nvme_fdp_events_log
rsvd4	Reserved	nvme_fdp_events_log
events	FDP Events (struct nvme_fdp_event)	nvme_fdp_events_log
ruht	Reclaim Unit Handle Type	nvme_fdp_ruh_desc
rsvd1	Reserved	nvme_fdp_ruh_desc
rsvd0	Reserved	nvme_fdp_ruh_status
nruhsd	Number of Reclaim Unit Handle Status Descriptors	nvme_fdp_ruh_status
ruhss	Reclaim Unit Handle Status descriptors	nvme_fdp_ruh_status
pid	Placement Identifier	nvme_fdp_ruh_status_desc
ruhid	Reclaim Unit Handle Identifier	nvme_fdp_ruh_status_desc
earutr	Estimated Active Reclaim Unit Time Remaining	nvme_fdp_ruh_status_desc
ruamw	Reclaim Unit Available Media Writes	nvme_fdp_ruh_status_desc
rsvd16	Reserved	nvme_fdp_ruh_status_desc
ruha	Reclaim Unit Handle Attributes (enum nvme_fdp_ruha)	nvme_fdp_ruhu_desc
rsvd1	Reserved	nvme_fdp_ruhu_desc
nruh	Number of Reclaim Unit Handles	nvme_fdp_ruhu_log
rsvd2	Reserved	nvme_fdp_ruhu_log
ruhus	Reclaim Unit Handle Usage descriptors	nvme_fdp_ruhu_log
hbmw	Host Bytes with Metadata Written	nvme_fdp_stats_log
mbmw	Media Bytes with Metadata Written	nvme_fdp_stats_log
mbe	Media Bytes Erased	nvme_fdp_stats_log
rsvd48	Reserved	nvme_fdp_stats_log
evt	FDP Event Type	nvme_fdp_supported_event_desc
evta	FDP Event Type Attributes (enum nvme_fdp_supported_event_attributes)	nvme_fdp_supported_event_desc
apst_entry	See enum nvme_apst_entry	nvme_feat_auto_pst
phndl	Placement Handle	nvme_feat_fdp_events_cdw11
noet	Number of FDP Event Types	nvme_feat_fdp_events_cdw11
rsvd24	Reserved	nvme_feat_fdp_events_cdw11
acre	Advanced Command Retry Enable	nvme_feat_host_behavior
rsvd1	Reserved	nvme_feat_host_behavior
fid_support	Feature Identifier Supported	nvme_fid_supported_effects_log
afi	Active Firmware Info	nvme_firmware_slot
rsvd1	Reserved	nvme_firmware_slot
frs	Firmware Revision for Slot	nvme_firmware_slot
rsvd2	Reserved	nvme_firmware_slot
nsid	Namespace Identifier	nvme_format_nvm_compln_event
compln_info	Completion Information	nvme_format_nvm_compln_event
nsid	Namespace Identifier	nvme_format_nvm_start_event
fna	Format NVM Attributes	nvme_format_nvm_start_event
rsvd5	Reserved	nvme_format_nvm_start_event
old_fw_rev	Old Firmware Revision	nvme_fw_commit_event
new_fw_rev	New Firmware Revision	nvme_fw_commit_event
fw_slot	Firmware Slot	nvme_fw_commit_event
sct_fw	Status Code Type for Firmware Commit Command	nvme_fw_commit_event
sc_fw	Status Returned for Firmware Commit Command	nvme_fw_commit_event
c	Discovery controller	nvme_get_discovery_args
args_size	Length of the structure	nvme_get_discovery_args
max_retries	Number of retries in case of failure	nvme_get_discovery_args
result	The command completion result from CQE dword0	nvme_get_discovery_args
timeout	Timeout in ms (default: NVME_DEFAULT_IOCTL_TIMEOUT)	nvme_get_discovery_args
lsp	Log specific field (See enum nvmf_log_discovery_lsp)	nvme_get_discovery_args
hsize	Host Memory Buffer Size	nvme_host_mem_buf_attrs
hmdlal	Host Memory Descriptor List Lower Address	nvme_host_mem_buf_attrs
hmdlau	Host Memory Descriptor List Upper Address	nvme_host_mem_buf_attrs
hmdlec	Host Memory Descriptor List Entry Count	nvme_host_mem_buf_attrs
rsvd16	Reserved	nvme_host_mem_buf_attrs
ndesc	Number of metadata element descriptors	nvme_host_metadata
rsvd1	Reserved	nvme_host_metadata
descs	Metadata element descriptors	nvme_host_metadata
descs_buf	Metadata element descriptor buffer	nvme_host_metadata
vid	PCI Vendor ID, the company vendor identifier that is assigned by the PCI SIG.	nvme_id_ctrl
ssvid	PCI Subsystem Vendor ID, the company vendor identifier that is assigned by the PCI SIG for the subsystem.	nvme_id_ctrl
sn	Serial Number in ASCII	nvme_id_ctrl
mn	Model Number in ASCII	nvme_id_ctrl
fr	Firmware Revision in ASCII, the currently active firmware revision for the NVM subsystem	nvme_id_ctrl
rab	Recommended Arbitration Burst, reported as a power of two	nvme_id_ctrl
ieee	IEEE assigned Organization Unique Identifier	nvme_id_ctrl
cmic	Controller Multipath IO and Namespace Sharing Capabilities of the controller and NVM subsystem. See enum nvme_id_ctrl_cmic.	nvme_id_ctrl
mdts	Max Data Transfer Size is the largest data transfer size. The host should not submit a command that exceeds this maximum data transfer size. The value is in units of the minimum memory page size (CAP.MPSMIN) and is reported as a power of two	nvme_id_ctrl
cntlid	Controller ID, the NVM subsystem unique controller identifier associated with the controller.	nvme_id_ctrl
ver	Version, this field contains the value reported in the Version register, or property (see enum nvme_registers NVME_REG_VS).	nvme_id_ctrl
rtd3r	RTD3 Resume Latency, the expected latency in microseconds to resume from Runtime D3	nvme_id_ctrl
rtd3e	RTD3 Exit Latency, the typical latency in microseconds to enter Runtime D3.	nvme_id_ctrl
oaes	Optional Async Events Supported, see enum nvme_id_ctrl_oaes.	nvme_id_ctrl
ctratt	Controller Attributes, see enum nvme_id_ctrl_ctratt.	nvme_id_ctrl
rrls	Read Recovery Levels. If a bit is set, then the corresponding Read Recovery Level is supported. If a bit is cleared, then the corresponding Read Recovery Level is not supported.	nvme_id_ctrl
rsvd102	Reserved	nvme_id_ctrl
cntrltype	Controller Type, see enum nvme_id_ctrl_cntrltype	nvme_id_ctrl
fguid	FRU GUID, a 128-bit value that is globally unique for a given Field Replaceable Unit	nvme_id_ctrl
crdt1	Controller Retry Delay time in 100 millisecond units if CQE CRD field is 1	nvme_id_ctrl
crdt2	Controller Retry Delay time in 100 millisecond units if CQE CRD field is 2	nvme_id_ctrl
crdt3	Controller Retry Delay time in 100 millisecond units if CQE CRD field is 3	nvme_id_ctrl
rsvd134	Reserved	nvme_id_ctrl
nvmsr	NVM Subsystem Report, see enum nvme_id_ctrl_nvmsr	nvme_id_ctrl
vwci	VPD Write Cycle Information, see enum nvme_id_ctrl_vwci	nvme_id_ctrl
mec	Management Endpoint Capabilities, see enum nvme_id_ctrl_mec	nvme_id_ctrl
oacs	Optional Admin Command Support,the optional Admin commands and features supported by the controller, see enum nvme_id_ctrl_oacs.	nvme_id_ctrl
acl	Abort Command Limit, the maximum number of concurrently executing Abort commands supported by the controller. This is a 0's based value.	nvme_id_ctrl
aerl	Async Event Request Limit, the maximum number of concurrently outstanding Asynchronous Event Request commands supported by the controller This is a 0's based value.	nvme_id_ctrl
frmw	Firmware Updates indicates capabilities regarding firmware updates. See enum nvme_id_ctrl_frmw.	nvme_id_ctrl
lpa	Log Page Attributes, see enum nvme_id_ctrl_lpa.	nvme_id_ctrl
elpe	Error Log Page Entries, the maximum number of Error Information log entries that are stored by the controller. This field is a 0's based value.	nvme_id_ctrl
npss	Number of Power States Supported, the number of NVM Express power states supported by the controller, indicating the number of valid entries in struct nvme_id_ctrl.psd. This is a 0's based value.	nvme_id_ctrl
avscc	Admin Vendor Specific Command Configuration, see enum nvme_id_ctrl_avscc.	nvme_id_ctrl
apsta	Autonomous Power State Transition Attributes, see enum nvme_id_ctrl_apsta.	nvme_id_ctrl
wctemp	Warning Composite Temperature Threshold indicates the minimum Composite Temperature field value (see struct nvme_smart_log.critical_comp_time) that indicates an overheating condition during which controller operation continues.	nvme_id_ctrl
cctemp	Critical Composite Temperature Threshold, field indicates the minimum Composite Temperature field value (see struct nvme_smart_log.critical_comp_time) that indicates a critical overheating condition.	nvme_id_ctrl
mtfa	Maximum Time for Firmware Activation indicates the maximum time the controller temporarily stops processing commands to activate the firmware image, specified in 100 millisecond units. This field is always valid if the controller supports firmware activation without a reset.	nvme_id_ctrl
hmpre	Host Memory Buffer Preferred Size indicates the preferred size that the host is requested to allocate for the Host Memory Buffer feature in 4 KiB units.	nvme_id_ctrl
hmmin	Host Memory Buffer Minimum Size indicates the minimum size that the host is requested to allocate for the Host Memory Buffer feature in 4 KiB units.	nvme_id_ctrl
tnvmcap	Total NVM Capacity, the total NVM capacity in the NVM subsystem. The value is in bytes.	nvme_id_ctrl
unvmcap	Unallocated NVM Capacity, the unallocated NVM capacity in the NVM subsystem. The value is in bytes.	nvme_id_ctrl
rpmbs	Replay Protected Memory Block Support, see enum nvme_id_ctrl_rpmbs.	nvme_id_ctrl
edstt	Extended Device Self-test Time, if Device Self-test command is supported (see struct nvme_id_ctrl.oacs, NVME_CTRL_OACS_SELF_TEST), then this field indicates the nominal amount of time in one minute units that the controller takes to complete an extended device self-test operation when in power state 0.	nvme_id_ctrl
dsto	Device Self-test Options, see enum nvme_id_ctrl_dsto.	nvme_id_ctrl
fwug	Firmware Update Granularity indicates the granularity and alignment requirement of the firmware image being updated by the Firmware Image Download command. The value is reported in 4 KiB units. A value of 0h indicates no information on granularity is provided. A value of FFh indicates no restriction	nvme_id_ctrl
kas	Keep Alive Support indicates the granularity of the Keep Alive Timer in 100 millisecond units.	nvme_id_ctrl
hctma	Host Controlled Thermal Management Attributes, see enum nvme_id_ctrl_hctm.	nvme_id_ctrl
mntmt	Minimum Thermal Management Temperature indicates the minimum temperature, in degrees Kelvin, that the host may request in the Thermal Management Temperature 1 field and Thermal Management Temperature 2 field of a Set Features command with the Feature Identifier field set to NVME_FEAT_FID_HCTM.	nvme_id_ctrl
mxtmt	Maximum Thermal Management Temperature indicates the maximum temperature, in degrees Kelvin, that the host may request in the Thermal Management Temperature 1 field and Thermal Management Temperature 2 field of the Set Features command with the Feature Identifier set to NVME_FEAT_FID_HCTM.	nvme_id_ctrl
sanicap	Sanitize Capabilities, see enum nvme_id_ctrl_sanicap	nvme_id_ctrl
hmminds	Host Memory Buffer Minimum Descriptor Entry Size indicates the minimum usable size of a Host Memory Buffer Descriptor Entry in 4 KiB units.	nvme_id_ctrl
hmmaxd	Host Memory Maximum Descriptors Entries indicates the number of usable Host Memory Buffer Descriptor Entries.	nvme_id_ctrl
nsetidmax	NVM Set Identifier Maximum, defines the maximum value of a valid NVM Set Identifier for any controller in the NVM subsystem.	nvme_id_ctrl
endgidmax	Endurance Group Identifier Maximum, defines the maximum value of a valid Endurance Group Identifier for any controller in the NVM subsystem.	nvme_id_ctrl
anatt	ANA Transition Time indicates the maximum amount of time, in seconds, for a transition between ANA states or the maximum amount of time, in seconds, that the controller reports the ANA change state.	nvme_id_ctrl
anacap	Asymmetric Namespace Access Capabilities, see enum nvme_id_ctrl_anacap.	nvme_id_ctrl
anagrpmax	ANA Group Identifier Maximum indicates the maximum value of a valid ANA Group Identifier for any controller in the NVM subsystem.	nvme_id_ctrl
nanagrpid	Number of ANA Group Identifiers indicates the number of ANA groups supported by this controller.	nvme_id_ctrl
pels	Persistent Event Log Size indicates the maximum reportable size for the Persistent Event Log.	nvme_id_ctrl
domainid	Domain Identifier indicates the identifier of the domain that contains this controller.	nvme_id_ctrl
rsvd358	Reserved	nvme_id_ctrl
megcap	Max Endurance Group Capacity indicates the maximum capacity of a single Endurance Group.	nvme_id_ctrl
rsvd384	Reserved	nvme_id_ctrl
sqes	Submission Queue Entry Size, see enum nvme_id_ctrl_sqes.	nvme_id_ctrl
cqes	Completion Queue Entry Size, see enum nvme_id_ctrl_cqes.	nvme_id_ctrl
maxcmd	Maximum Outstanding Commands indicates the maximum number of commands that the controller processes at one time for a particular queue.	nvme_id_ctrl
nn	Number of Namespaces indicates the maximum value of a valid nsid for the NVM subsystem. If the MNAN (struct nvme_id_ctrl.mnan field is cleared to 0h, then this field also indicates the maximum number of namespaces supported by the NVM subsystem.	nvme_id_ctrl
oncs	Optional NVM Command Support, see enum nvme_id_ctrl_oncs.	nvme_id_ctrl
fuses	Fused Operation Support, see enum nvme_id_ctrl_fuses.	nvme_id_ctrl
fna	Format NVM Attributes, see enum nvme_id_ctrl_fna.	nvme_id_ctrl
vwc	Volatile Write Cache, see enum nvme_id_ctrl_vwc.	nvme_id_ctrl
awun	Atomic Write Unit Normal indicates the size of the write operation guaranteed to be written atomically to the NVM across all namespaces with any supported namespace format during normal operation. This field is specified in logical blocks and is a 0's based value.	nvme_id_ctrl
awupf	Atomic Write Unit Power Fail indicates the size of the write operation guaranteed to be written atomically to the NVM across all namespaces with any supported namespace format during a power fail or error condition. This field is specified in logical blocks and is a 0s based value.	nvme_id_ctrl
icsvscc	NVM Vendor Specific Command Configuration, see enum nvme_id_ctrl_nvscc.	nvme_id_ctrl
nwpc	Namespace Write Protection Capabilities, see enum nvme_id_ctrl_nwpc.	nvme_id_ctrl
acwu	Atomic Compare & Write Unit indicates the size of the write operation guaranteed to be written atomically to the NVM across all namespaces with any supported namespace format for a Compare and Write fused operation. This field is specified in logical blocks and is a 0s based value.	nvme_id_ctrl
ocfs	Optional Copy Formats Supported, each bit n means controller supports Copy Format n.	nvme_id_ctrl
sgls	SGL Support, see enum nvme_id_ctrl_sgls	nvme_id_ctrl
mnan	Maximum Number of Allowed Namespaces indicates the maximum number of namespaces supported by the NVM subsystem.	nvme_id_ctrl
maxdna	Maximum Domain Namespace Attachments indicates the maximum of the sum of the number of namespaces attached to each I/O controller in the Domain.	nvme_id_ctrl
maxcna	Maximum I/O Controller Namespace Attachments indicates the maximum number of namespaces that are allowed to be attached to this I/O controller.	nvme_id_ctrl
rsvd564	Reserved	nvme_id_ctrl
subnqn	NVM Subsystem NVMe Qualified Name, UTF-8 null terminated string	nvme_id_ctrl
rsvd1024	Reserved	nvme_id_ctrl
ioccsz	I/O Queue Command Capsule Supported Size, defines the maximum I/O command capsule size in 16 byte units.	nvme_id_ctrl
iorcsz	I/O Queue Response Capsule Supported Size, defines the maximum I/O response capsule size in 16 byte units.	nvme_id_ctrl
icdoff	In Capsule Data Offset, defines the offset where data starts within a capsule. This value is applicable to I/O Queues only.	nvme_id_ctrl
fcatt	Fabrics Controller Attributes, see enum nvme_id_ctrl_fcatt.	nvme_id_ctrl
msdbd	Maximum SGL Data Block Descriptors indicates the maximum number of SGL Data Block or Keyed SGL Data Block descriptors that a host is allowed to place in a capsule. A value of 0h indicates no limit.	nvme_id_ctrl
ofcs	Optional Fabric Commands Support, see enum nvme_id_ctrl_ofcs.	nvme_id_ctrl
dctype	Discovery Controller Type (DCTYPE). This field indicates what type of Discovery controller the controller is (see enum nvme_id_ctrl_dctype)	nvme_id_ctrl
rsvd1807	Reserved	nvme_id_ctrl
psd	Power State Descriptors, see struct nvme_id_psd.	nvme_id_ctrl
vs	Vendor Specific	nvme_id_ctrl
vsl	Verify Size Limit	nvme_id_ctrl_nvm
wzsl	Write Zeroes Size Limit	nvme_id_ctrl_nvm
wusl	Write Uncorrectable Size Limit	nvme_id_ctrl_nvm
dmrl	Dataset Management Ranges Limit	nvme_id_ctrl_nvm
dmrsl	Dataset Management Range Size Limit	nvme_id_ctrl_nvm
dmsl	Dataset Management Size Limit	nvme_id_ctrl_nvm
rsvd16	reserved	nvme_id_ctrl_nvm
supported	Identify directive is supported	nvme_id_directives
enabled	Identify directive is Enabled	nvme_id_directives
rsvd64	Reserved	nvme_id_directives
dom_id	Domain Identifier	nvme_id_domain_attr
rsvd2	Reserved	nvme_id_domain_attr
dom_cap	Total Domain Capacity	nvme_id_domain_attr
rsvd64	Reserved	nvme_id_domain_attr
num	Number of domain attributes	nvme_id_domain_list
rsvd	Reserved	nvme_id_domain_list
domain_attr	List of domain attributes	nvme_id_domain_list
num	Number of Identifiers	nvme_id_endurance_group_list
identifier	Endurance Group Identifier	nvme_id_endurance_group_list
nsfeat	common namespace features	nvme_id_independent_id_ns
nmic	Namespace Multi-path I/O and Namespace Sharing Capabilities	nvme_id_independent_id_ns
rescap	Reservation Capabilities	nvme_id_independent_id_ns
fpi	Format Progress Indicator	nvme_id_independent_id_ns
anagrpid	ANA Group Identifier	nvme_id_independent_id_ns
nsattr	Namespace Attributes	nvme_id_independent_id_ns
rsvd9	reserved	nvme_id_independent_id_ns
nvmsetid	NVM Set Identifier	nvme_id_independent_id_ns
endgid	Endurance Group Identifier	nvme_id_independent_id_ns
nstat	Namespace Status	nvme_id_independent_id_ns
rsvd15	reserved	nvme_id_independent_id_ns
iocsc	List of supported IO Command Set Combination vectors	nvme_id_iocs
nsze	Namespace Size indicates the total size of the namespace in logical blocks. The number of logical blocks is based on the formatted LBA size.	nvme_id_ns
ncap	Namespace Capacity indicates the maximum number of logical blocks that may be allocated in the namespace at any point in time. The number of logical blocks is based on the formatted LBA size.	nvme_id_ns
nuse	Namespace Utilization indicates the current number of logical blocks allocated in the namespace. This field is smaller than or equal to the Namespace Capacity. The number of logical blocks is based on the formatted LBA size.	nvme_id_ns
nsfeat	Namespace Features, see enum nvme_id_nsfeat.	nvme_id_ns
nlbaf	Number of LBA Formats defines the number of supported LBA data size and metadata size combinations supported by the namespace and the highest possible index to struct nvme_id_ns.lbaf.	nvme_id_ns
flbas	Formatted LBA Size, see enum nvme_id_ns_flbas.	nvme_id_ns
mc	Metadata Capabilities, see enum nvme_id_ns_mc.	nvme_id_ns
dpc	End-to-end Data Protection Capabilities, see enum nvme_id_ns_dpc.	nvme_id_ns
dps	End-to-end Data Protection Type Settings, see enum nvme_id_ns_dps.	nvme_id_ns
nmic	Namespace Multi-path I/O and Namespace Sharing Capabilities, see enum nvme_id_ns_nmic.	nvme_id_ns
rescap	Reservation Capabilities, see enum nvme_id_ns_rescap.	nvme_id_ns
fpi	Format Progress Indicator, see enum nvme_nd_ns_fpi.	nvme_id_ns
dlfeat	Deallocate Logical Block Features, see enum nvme_id_ns_dlfeat.	nvme_id_ns
nawun	Namespace Atomic Write Unit Normal indicates the namespace specific size of the write operation guaranteed to be written atomically to the NVM during normal operation.	nvme_id_ns
nawupf	Namespace Atomic Write Unit Power Fail indicates the namespace specific size of the write operation guaranteed to be written atomically to the NVM during a power fail or error condition.	nvme_id_ns
nacwu	Namespace Atomic Compare & Write Unit indicates the namespace specific size of the write operation guaranteed to be written atomically to the NVM for a Compare and Write fused command.	nvme_id_ns
nabsn	Namespace Atomic Boundary Size Normal indicates the atomic boundary size for this namespace for the NAWUN value. This field is specified in logical blocks.	nvme_id_ns
nabo	Namespace Atomic Boundary Offset indicates the LBA on this namespace where the first atomic boundary starts.	nvme_id_ns
nabspf	Namespace Atomic Boundary Size Power Fail indicates the atomic boundary size for this namespace specific to the Namespace Atomic Write Unit Power Fail value. This field is specified in logical blocks.	nvme_id_ns
noiob	Namespace Optimal I/O Boundary indicates the optimal I/O boundary for this namespace. This field is specified in logical blocks. The host should construct Read and Write commands that do not cross the I/O boundary to achieve optimal performance.	nvme_id_ns
nvmcap	NVM Capacity indicates the total size of the NVM allocated to this namespace. The value is in bytes.	nvme_id_ns
npwg	Namespace Preferred Write Granularity indicates the smallest recommended write granularity in logical blocks for this namespace. This is a 0's based value.	nvme_id_ns
npwa	Namespace Preferred Write Alignment indicates the recommended write alignment in logical blocks for this namespace. This is a 0's based value.	nvme_id_ns
npdg	Namespace Preferred Deallocate Granularity indicates the recommended granularity in logical blocks for the Dataset Management command with the Attribute Deallocate bit.	nvme_id_ns
npda	Namespace Preferred Deallocate Alignment indicates the recommended alignment in logical blocks for the Dataset Management command with the Attribute Deallocate bit	nvme_id_ns
nows	Namespace Optimal Write Size indicates the size in logical blocks for optimal write performance for this namespace. This is a 0's based value.	nvme_id_ns
mssrl	Maximum Single Source Range Length indicates the maximum number of logical blocks that may be specified in each valid Source Range field of a Copy command.	nvme_id_ns
mcl	Maximum Copy Length indicates the maximum number of logical blocks that may be specified in a Copy command.	nvme_id_ns
msrc	Maximum Source Range Count indicates the maximum number of Source Range entries that may be used to specify source data in a Copy command. This is a 0s based value.	nvme_id_ns
rsvd81	Reserved	nvme_id_ns
nulbaf	Number of Unique Capability LBA Formats defines the number of supported user data size and metadata size combinations supported by the namespace that may not share the same capabilities. LBA formats shall be allocated in order and packed sequentially.	nvme_id_ns
rsvd83	Reserved	nvme_id_ns
anagrpid	ANA Group Identifier indicates the ANA Group Identifier of the ANA group of which the namespace is a member.	nvme_id_ns
rsvd96	Reserved	nvme_id_ns
nsattr	Namespace Attributes, see enum nvme_id_ns_attr.	nvme_id_ns
